Product Id,Net Weight,Size,Value,Storage,Packaging Cost,Expiry Period,Length,Height,Width,Volume,Perishable Index,Flammability Index,F145,F7987,F992,Air,Road,Rail,Sea
Au8UGXpwKUYzM9rPQJU76S,-0.644086,D,-0.204834,0,-0.046298,-0.287871,-0.032655,-0.399154,-0.660947,-0.831574,-0.425665,-0.04671,0.95845,0,-0.831574,0,1,0,0
QsSuDbLck7XfvTL3pPkeLZ,-0.462122,E,0.100203,0,0.496705,-0.599796,0.716267,-0.678577,0.320335,-0.21163,-0.081424,0.779129,-0.627405,0.716267,-0.21163,0,1,0,0
h4WeLXqLag6KYn6mFyTCvt,-0.590741,E,-0.023031,0,-0.642068,-0.463294,-0.154467,0.278046,-0.259176,-0.235141,0.041158,-0.232048,-0.445294,-0.154467,-0.235141,1,1,0,0
h2bWpzodgQPE6xya4E6RLj,0.033485,E,-0.712859,-1,0.164402,0.684998,-0.041474,-0.700213,0.460859,0.528083,-0.819708,-0.427918,-0.976852,-284,,0,1,0,0
dkYVmjRrDd2tWaioSUnvtC,-0.272836,E,-0.198317,-1,0.395041,0.520375,0.813446,-0.459159,-0.088779,-0.632128,0.462126,-0.485299,0.206406,0.813446,-0.632128,0,1,0,0
TT98nwtSJU55EJXUKHFowR,0.339512,E,-0.822518,-1,-0.176895,,0.571481,0.502401,-0.695849,-0.506196,-0.288796,-0.047199,-0.115548,0.571481,,0,1,0,1
JQry3QKmghrZqtDd9QZppb,0.168018,E,-0.057865,-1,-0.098388,0.692309,0.117151,-0.101767,-0.394478,0.412828,-0.583435,-0.123404,-0.179198,0.117151,0.412828,0,1,1,0
JqWQzi4SBuZbaNMq5yg8kN,-0.742021,A,0.457478,0,-0.450439,-0.626321,-0.396327,-0.862072,-0.677026,0.544348,-0.550609,0.967826,-0.152192,-0.396327,0.544348,0,1,1,0
Gcxuru86HCjmw7crqnLSYg,-0.755285,D,0.583267,-1,0.210238,0.419139,-0.014768,-0.446247,-0.428421,-0.548447,0.486675,0.266911,-0.726885,-0.014768,-0.548447,0,1,0,0
LTnheSegm8zkECgWQTgv9Q,0.018384,E,-0.625498,-1,0.045072,0.159045,0.155532,-0.745164,-0.794254,-0.389425,-0.25024,0.495881,0.512323,0.155532,,0,1,0,0
AkDNrDYdJKoWSob5XXbm8X,-0.276879,E,-0.255949,-1,-0.344064,0.842001,0.822957,-0.721716,0.50114,0.433854,0.561999,0.705275,-0.703376,-283,0.433854,0,1,0,0
bJJicVrmVwBwVBuwqNxKHA,-0.559164,C,-0.410117,-1,-0.186018,-0.210191,-0.022636,0.214151,0.221632,-0.729622,-0.745853,-0.113431,-0.602733,-59,,0,1,0,0
bUywUNhMVkxHFkrpnqEkod,-0.80395,D,0.013773,-1,0.634739,0.192701,0.424289,0.498895,-0.465013,-0.773676,0.355953,0.749933,0.387398,0.424289,-0.773676,0,1,0,0
iQdxsxRzvCinJHA8YTBnxi,-0.764886,D,0.533073,0,0.781829,0.817626,-0.411677,-0.291687,0.365691,0.280951,-0.295628,0.979689,0.425553,-0.411677,0.280951,0,1,0,0
dR5NsGaTSjgrJF6mGP5hj3,-0.310112,B,-0.300268,0,0.351912,-0.007056,-0.609963,0.179259,0.011227,0.361725,0.955597,-0.023773,-0.179146,-0.609963,0.361725,0,1,1,0
99tJuMSwUhBhh2CzCmnjxx,-0.444442,E,-0.080871,-1,-0.309393,0.616539,-0.098998,-0.320323,-0.287636,-0.269186,0.710596,0.452435,0.180656,-0.098998,-0.269186,0,1,0,0
Hiobe6ZxxZFppkDz8yeNt2,0.268279,E,-0.597742,-1,0.184781,0.692299,0.638293,-0.558011,-0.587745,-0.62062,0.992921,0.724826,0.985829,82,-0.62062,0,1,0,0
NSXdjj8hqR3uc9QKSxLnz4,-0.018083,E,-0.495267,-1,0.251584,0.711345,-0.077591,0.531483,0.192215,-0.604783,-0.366498,0.948344,-0.554613,-0.077591,,0,1,0,0
gaqC2pyuzUjt8q3nsCUjqQ,-0.237105,E,-0.591253,-1,-0.042412,-0.067301,0.777059,0.487023,-0.444703,-0.482083,-0.60656,-0.687121,0.839484,0.777059,-0.482083,0,1,1,0
CNQJByD62ftUobyA8gJYSy,0.099263,E,0.421997,0,0.55417,-0.585618,-0.067151,-0.44491,0.09499,-0.061025,-0.568268,-0.955034,0.863132,-0.067151,-0.061025,1,0,0,0
e7gRePwHLmiwtr2zrRruD9,-0.410441,A,0.091467,0,0.567847,-0.533904,0.12506,-0.031505,0.370896,0.167321,0.948152,-0.555005,-0.648344,0.12506,0.167321,0,1,1,0
6WGZTt9KesMwEXxsCMYHCm,-0.258109,C,-0.777066,0,0.029949,-0.518184,-0.264703,-0.765211,-0.025378,0.095383,-0.690193,0.951667,-0.629189,-0.264703,0.095383,0,1,0,0
N6JT2vxMLerW776FcepbpC,-0.438406,C,0.134347,-1,-0.593079,0.172079,-0.55876,0.418892,-0.522754,0.211583,-0.041083,0.235445,0.287455,-0.55876,,0,1,0,0
5TgFXWDePHhbGLZp3NM4JH,0.41682,B,-0.765996,-1,0.571859,0.065468,-0.604432,-0.116309,0.378458,0.502927,-0.260649,0.498304,0.707031,-0.604432,0.502927,0,1,0,0
9nuGA7WcGsC4Q945VRJFLX,-0.21016,C,-0.125874,0,0.40701,-0.457365,0.38299,-0.410109,-0.249242,-0.870913,0.684843,0.83358,0.988059,0.38299,-0.870913,0,1,0,0
az7PY7zT6fdeUGYpnbERZd,-0.148099,E,0.370668,-1,0.653415,0.082021,0.287194,-0.322226,0.505078,-0.265536,0.599451,0.051854,0.886554,0.287194,-0.265536,0,1,0,0
KuMYccKQXNrJyu2r68bRuz,-0.3839,E,-0.222902,-1,0.270626,0.128249,0.145224,-0.957697,-0.500461,-0.198127,0.496779,-0.87468,-0.663533,0.145224,,1,1,0,0
mzGcf5PhrH6ZWNRpchc9Dm,-0.121845,B,-0.225007,-1,0.241834,-0.080033,0.803235,-0.613524,-0.254174,0.322016,-0.809197,0.52264,0.360055,-123,0.322016,0,1,0,0
cs5JpdfbbXjWUrLApUsQZu,-0.543956,D,-0.318138,-1,0.306939,-0.066212,-0.060598,0.242817,-0.673628,0.329151,-0.274104,0.077625,0.691047,-0.060598,0.329151,0,1,0,0
HrA9Lt5sWN9t74boq2HUXS,-0.551909,C,-0.447018,-1,0.621999,-0.220595,0.594928,0.553372,-0.746271,-0.770059,-0.657907,0.60415,-0.328614,0.594928,,1,1,0,0
7XFb6djqS9ecwXFbXntJ5f,-0.695617,E,-0.516115,0,-0.470243,-0.556942,0.651088,-0.948955,0.207401,-0.64906,-0.163574,0.931665,-0.942782,0.651088,-0.64906,1,1,0,0
FRZKViBSWjpN8GwnmhwYCQ,-0.329681,A,0.170905,0,0.765799,,-0.587486,-0.860194,-0.26328,0.418698,-0.916323,-0.690702,-0.972449,-0.587486,,0,1,0,0
jRCrd36RRyGMs7fDq8BPqc,0.389645,E,-0.678948,-1,0.421445,0.402426,0.531159,-0.289977,-0.593859,-0.837571,-0.603109,-0.715543,-0.562367,0.531159,-0.837571,0,1,1,0
RpyjqPfLkTTNtSgYmLSSBk,0.191695,B,-0.055698,0,-0.477297,-0.62667,0.796965,-0.506274,-0.829746,0.373499,-0.030247,0.168381,0.272055,0.796965,0.373499,0,1,0,1
CyzNoxbjaa82qk92bzveU3,-0.905607,E,0.09408,0,0.208632,-0.599293,0.193224,-0.043022,0.082127,-0.039642,0.471918,0.997056,0.413513,0.193224,-0.039642,0,1,0,0
6A4EFAEQUn6kNWJkqTaXh5,-0.705971,E,0.377762,-1,-0.014984,0.861317,0.12867,-0.928539,-0.619877,-0.310321,0.361204,0.056205,0.481935,0.12867,,1,1,1,0
8SWVABaULFKcL74tYcCGW3,0.278384,D,-0.419131,-1,-0.453967,-0.015178,0.730917,0.039024,0.196826,0.266997,0.580431,0.418004,0.292851,0.730917,,0,1,0,0
GLfhSGfiZ7C4ywZ4PeSafB,0.024639,A,-0.460629,-1,0.270021,-0.093397,0.503959,0.493912,-0.12938,0.263625,,0.402378,0.693019,0.503959,0.263625,0,1,0,0
oGNgmLEZhq7Nh9h6CgPreg,-0.441328,B,0.595278,0,0.514909,-0.370117,0.290254,-0.067062,-0.221186,-0.511772,0.806519,0.420127,0.312276,0.290254,,0,1,0,0
Si7cVF66nJUUe8w2nKyohP,-0.969413,E,-0.802029,0,0.151487,0.530893,0.558459,0.354016,-0.733155,0.331051,0.538436,-0.136597,-0.784139,0.558459,,0,1,1,1
NhUiZjdw9nTHHZ6a4u9aEs,-0.680374,D,-0.588152,0,0.560281,-0.325145,-0.502911,-0.815351,0.181313,-0.249471,0.516439,-0.257477,-0.435443,-0.502911,-0.249471,0,1,0,0
kuu8ZBxLYxdif3XA8CU9HF,0.389209,E,0.383568,-1,-0.265626,0.808816,0.585751,0.517492,0.366776,0.043201,-0.144656,0.719932,0.47435,0.585751,,0,1,0,1
Ee57LcHiUSuLzxK2q3xbjC,-0.828702,E,0.455318,-1,-0.671955,-0.07508,-0.046469,-0.557707,-0.229581,-0.32768,-0.592448,0.851604,-0.322309,-0.046469,-0.32768,0,1,0,0
AbkcuymAvyRSHmG82T6G2R,0.178753,D,-0.436128,-1,-0.561832,0.634489,-0.001547,-0.325709,0.397296,-0.149033,0.904028,-0.901375,-0.663296,-0.001547,-0.149033,0,1,0,0
VBTMCfXLdY8s8oHT7kUQTE,-0.668918,D,0.156539,-1,-0.055279,0.210797,0.445179,-0.338779,-0.039446,-0.799457,-0.760308,-0.551524,0.397837,0.445179,-0.799457,0,1,1,0
j2Dx37KfTWa72YKvbN72nB,-0.182405,D,0.094514,0,0.160567,0.049997,0.432936,0.234144,0.12915,-0.297202,0.287681,0.365079,0.289997,0.432936,-0.297202,0,0,1,0
QfSXaw7TfTpjgnrdmFMuRW,-0.614227,E,0.445142,-1,-0.231414,0.60775,-0.054337,0.172366,-0.76349,0.477438,0.992671,-0.463805,0.699298,-0.054337,0.477438,1,1,0,0
6UxbFrh4s9AXVQvjSm8wN9,-0.176857,E,-0.377666,0,0.544545,0.489425,-0.130716,-0.091407,-0.710416,0.402093,0.324699,0.920875,0.528487,-0.130716,0.402093,0,1,0,0
HXBQmbcNGZ845LoKi7r4Nz,0.221482,E,0.186872,-1,0.549362,0.028058,0.385938,-0.332825,0.544295,0.242223,0.739943,-0.979925,-0.098733,0.385938,,1,1,0,0
gkUqHFcEPMxnypMar8kr5d,-0.911032,E,0.653486,-1,-0.651629,0.318318,-0.092688,0.24897,-0.605583,-0.05127,0.780779,0.361156,-0.204175,-0.092688,-0.05127,0,1,0,0
Zx5nCKii4WMz9oD7nXXLZX,-0.0809,E,0.002295,0,0.59624,-0.185588,0.588731,-0.722315,-0.123532,0.089606,0.081576,0.76627,-0.476967,0.588731,,0,1,0,0
jyoYSBZ5cJ9ALBePJ6s2e4,0.178973,C,-0.553887,0,-0.095798,,-0.342719,-0.482419,-0.464109,-0.63016,,-0.824676,-0.426623,-0.342719,-0.63016,0,1,0,0
SABvffMKkPipJHTWkj5W6t,-0.924609,E,0.327039,0,0.146834,0.349759,-0.505522,-0.295535,-0.802203,0.547439,0.361685,-0.773737,-0.264886,-0.505522,0.547439,0,1,0,0
73DeMFZXkaocuzto6mnYRt,-0.742873,E,-0.404541,-1,0.394557,-0.337814,0.309485,-0.471505,0.012734,0.454449,0.090901,0.537188,0.591632,0.309485,0.454449,0,1,0,0
QptGKDLXf8MEWiTUFj44eY,-0.388891,D,0.253921,0,0.682146,0.212518,-0.621582,-0.831291,0.387333,-0.486599,-0.602409,-0.295685,-0.289167,-0.621582,-0.486599,0,1,0,0
3Y7ZLwurpVd3TduWykprTE,-0.49728,A,0.142374,0,0.774722,0.282803,0.440462,-0.305239,-0.69401,0.345822,-0.623835,0.335729,0.528378,0.440462,0.345822,0,1,0,0
XVpuYPNEXzM2Z7dtzhKTnQ,-0.985089,E,-0.400403,0,0.290992,0.340333,0.624721,0.079568,0.074384,0.366112,0.329717,-0.623329,-0.132992,0.624721,0.366112,0,1,0,1
WmwMLNuaAaVCby58EkLfFX,0.188531,E,-0.660297,-1,-0.268146,0.382479,0.600379,-0.630873,-0.650325,-0.536771,0.054789,0.515843,0.733607,0.600379,,0,1,0,0
FXczEXnj3uqkWe2teEHzNw,0.288601,D,-0.701715,-1,-0.567177,-0.131489,-0.377803,0.02647,-0.209608,0.423029,0.191396,0.759639,0.788563,-0.377803,0.423029,0,1,0,0
h7RC77pGcCU26bLGNpZKfs,-0.882176,D,-0.007603,-1,0.739015,0.311296,-0.551044,-0.020306,0.177536,0.02534,-0.886065,-0.42902,-0.306101,-0.551044,0.02534,1,1,0,0
NpSUfz2dWbYkWej9uvGFdK,0.266904,D,-0.616568,-1,-0.535287,0.74481,0.780979,0.170283,-0.771904,0.024168,-0.406679,-0.318638,-0.08654,0.780979,0.024168,0,1,0,0
FaKZRVMYbfUWZcsVC2QU6F,-0.001627,B,0.553121,0,-0.392123,0.110938,0.762813,-0.158927,-0.851553,0.091811,0.37122,-0.833706,0.243455,0.762813,,0,1,1,0
QrhdqGBYu2RQHD3ByMG4AL,-0.768646,E,0.314456,0,-0.673423,0.382497,0.478687,-0.904312,-0.836395,-0.959597,0.684618,-0.629166,-0.866322,0.478687,,0,1,0,0
mgvSmP3jHUgyBYym38bMTD,0.415464,D,0.271969,-1,0.715321,-0.537461,0.71437,-0.768236,-0.91784,0.082335,,0.350261,0.989347,0.71437,,0,1,0,0
nXXcyx49GMzZJoKmJW265E,-0.316896,E,-0.661782,0,0.533438,-0.297632,-0.485058,0.036822,0.168923,-0.250612,0.426003,-0.812067,0.136027,-0.485058,-0.250612,0,1,0,0
NPdG56hZJbr36aJhsAjieV,-0.792428,E,-0.742819,-1,-0.077435,-0.376145,0.142638,0.450721,-0.270535,0.057738,-0.996243,0.581997,-0.492318,0.142638,0.057738,0,1,0,0
QztDkR6VL9NSknFVJfL5rU,0.495113,D,0.014549,-1,0.310323,0.139031,0.227731,-0.18411,-0.647424,-0.956872,0.793844,-0.850989,-0.676834,0.227731,-0.956872,0,1,0,0
RkkwuLxWrxUN9hz4oK7CTK,-0.338925,A,0.194745,-1,0.509295,-0.469661,0.066463,-0.605956,0.349771,0.323976,0.503461,-0.7233,-0.733039,0.066463,,0,1,0,0
6b69z6HiJSyU9CSGVsvZRA,-0.612996,E,-0.632903,0,0.305093,-0.079818,0.541364,-0.769682,0.470249,-0.172774,0.399394,-0.158194,0.7488,0.541364,-0.172774,0,1,0,0
GGyf3eUUbnof7ph7uQ4o2w,0.084359,D,0.13711,-1,-0.463926,-0.275679,0.365431,0.351726,-0.857296,-0.047974,0.249586,0.137518,0.345306,0.365431,-0.047974,0,1,1,0
CKTAZU6QMpLqrkz63eHqVZ,-0.610176,A,0.146341,0,0.614837,0.447942,0.706158,-0.883991,0.24826,-0.29082,0.196064,-0.122155,0.868938,-248,-0.29082,0,1,0,0
W52bXsF7mdSJWSEn55EReB,-0.49367,E,0.498592,-1,-0.239792,0.07546,0.83044,-0.828894,-0.283921,0.040182,0.478069,-0.947706,-0.551434,0.83044,0.040182,1,1,0,0
6hb2PxhZpJKLaqP4pvvZVB,-0.351922,A,-0.630572,-1,-0.389811,-0.554601,0.041958,0.247708,0.247305,-0.529623,0.469029,0.72532,-0.280733,74,-0.529623,0,1,0,0
f8gtYPmxEcYc9f7c5DvG65,-0.350371,D,-0.65029,-1,-0.62845,-0.396009,-0.095115,-0.076213,0.475467,-0.090536,-0.314711,-0.389816,0.844509,-0.095115,-0.090536,0,1,0,0
i4Jim8onEBJbfTVs5MnAfY,0.140241,B,-0.363369,-1,0.606855,0.82081,-0.300934,-0.555096,-0.032514,-0.140969,0.634364,-0.155034,0.01202,-0.300934,-0.140969,1,1,0,0
jsQJXb5oXQbyx3oax6tqqv,-0.002447,E,0.460866,-1,0.61342,-0.275874,-0.601419,0.242028,-0.586087,-0.270668,0.537536,0.627252,0.160986,-0.601419,-0.270668,0,1,0,0
ATJ3nihPFVjCc6K2ioPpBo,0.322178,D,-0.395431,-1,-0.587417,-0.274442,-0.21502,0.035337,-0.265268,-0.725372,-0.033608,-0.521515,-0.292462,-0.21502,-0.725372,1,1,0,0
2AMVd7C6he3VQNtzRbWSRY,-0.364725,C,0.435254,0,0.018856,0.316421,-0.17713,-0.187254,0.3645,-0.813212,0.803963,-0.278507,-0.171478,-0.17713,-0.813212,0,1,0,0
mpPxHh3AkUrNcJ2ggS6NzF,0.415794,D,0.159171,0,0.571094,-0.293596,-0.319011,-0.641008,0.287878,0.520479,0.138175,0.395277,0.928487,-0.319011,0.520479,0,1,0,0
Pn6WYNVmKBFpzLj9gXAn3a,-0.568929,D,-0.534607,0,-0.327611,-0.615612,0.846464,0.154871,-0.657118,0.343445,-0.620633,0.674827,-0.225664,0.846464,0.343445,0,1,0,0
ep6NM2YMF7W3un8piiMRBG,0.462958,C,0.289008,0,0.753288,-0.621618,-0.402641,-0.871583,-0.623812,0.30108,-0.714266,0.289041,0.189249,-0.402641,0.30108,0,1,0,0
anNdgkHjbunbcUsiBmSZXQ,-0.950861,C,0.598739,0,0.667982,0.581237,0.886848,0.01439,-0.67904,-0.200204,0.199083,-0.240179,-0.991687,0.886848,-0.200204,0,1,0,0
LX5SSkXokjTtLxBmTnrQec,0.466666,C,0.275391,-1,0.491406,0.595639,0.612177,-0.684586,-0.884603,0.310469,,-0.549739,-0.680742,0.612177,0.310469,0,1,0,0
5v8kvU6VMpeh49wKjryshf,-0.854767,E,-0.6421,0,-0.085296,0.134181,-0.049432,-0.132409,-0.226975,-0.895442,-0.556409,0.558057,0.413464,-0.049432,-0.895442,0,1,0,0
Sj5Ud5e3PpDSTPY8UJ9qFK,-0.168206,E,-0.56913,-1,0.756312,0.490785,0.4464,0.377898,-0.573892,-0.686426,0.985813,-0.338291,-0.854588,0.4464,-0.686426,0,1,0,0
T9U7JB6L4XTJRzf7GVeCq9,-0.493739,D,-0.484817,-1,0.475469,0.001951,0.133851,0.439268,0.046692,0.484422,0.629037,-0.809852,0.514381,0.133851,0.484422,0,1,0,0
TW2qUwFDh2HFS3TWJ3iQac,0.324989,C,-0.519037,-1,-0.405419,,-0.159367,0.156859,0.001027,-0.715306,0.362416,0.028388,-0.087496,-0.159367,-0.715306,0,1,0,0
WFS4TzBagDUSBRsdznrMpq,-0.913332,D,-0.371959,-1,0.35338,-0.396048,0.755043,-0.681712,-0.490385,-0.353042,0.444823,-0.082221,-0.383712,0.755043,-0.353042,0,1,0,0
VrdHnjhbLifKaCfm8iXfux,0.308263,E,0.501673,-1,0.208732,-0.315054,-0.613605,0.133417,-0.500981,-0.070113,-0.10414,0.436313,-0.022173,-0.613605,-0.070113,0,0,1,0
TQyB9e5c4FzcqcfMzxSFqN,0.430825,E,-0.776973,-1,0.795316,0.733621,-0.087762,0.197217,-0.001993,-0.309327,0.212269,-0.661876,0.572252,-0.087762,,0,1,0,0
73u2wACiwH4xFj8rp52wrs,-0.704821,E,0.283979,-1,-0.090895,0.826835,-0.359297,-0.362307,0.400192,-0.094416,0.592088,-0.469778,-0.098453,-0.359297,-0.094416,0,1,0,0
2Y6TN4pafsSDPvGLNLLDNV,0.378692,C,-0.787401,0,-0.528402,0.219047,0.12045,-0.934281,-0.216927,-0.342077,,-0.088392,-0.146169,0.12045,,0,1,0,0
QgRSjgWjxQd3KHy4vZBUD6,-0.5221,D,-0.822665,-1,0.4397,0.695299,0.756697,-0.439004,0.410199,0.2829,0.621698,-0.778302,-0.478425,0.756697,,0,1,0,1
YTnPNQhSJNQWjHmBP8p85e,-0.215832,C,-0.832933,0,-0.546281,,0.0646,-0.670937,0.102531,-0.781843,-0.643509,0.354976,0.59603,0.0646,,0,1,0,0
EVa5Yn37rpk7E7stqXNKaF,0.124931,C,-0.124229,-1,0.1516,-0.00274,0.399156,0.356607,0.142213,0.268068,-0.327259,-0.282139,0.772781,0.399156,0.268068,0,1,0,0
FEJrxr9FiQN2kb6K85rtT4,-0.56074,E,-0.751818,0,-0.015847,0.299218,0.005019,0.467626,0.08132,0.490104,-0.332333,-0.028481,-0.894766,0.005019,0.490104,0,1,0,0
8cVz98znKpHu3rjefHfkKr,-0.409021,E,-0.319049,-1,-0.333135,0.082897,-0.305113,0.031498,0.345856,-0.911541,0.592092,0.547138,0.176516,-0.305113,-0.911541,0,1,0,0
oUH4CYV2ZUxBziPrSC6mcu,-0.438563,A,-0.005304,-1,0.690797,-0.389845,0.787333,-0.539196,0.006191,0.48362,0.816421,-0.273633,0.921626,0.787333,,0,1,0,0
RDmnE77inoQCs4wHU2VDe4,-0.744653,D,-0.020455,0,0.224342,-0.426662,0.590932,0.093099,0.200614,-0.467489,-0.850329,-0.078156,-0.65271,0.590932,-0.467489,0,1,0,0
kujWuMfjrbuyr9gNVsSxTZ,-0.199625,C,-0.043408,-1,-0.193009,0.465053,0.629687,0.299642,0.005418,-0.371979,0.487995,-0.276975,-0.902925,196,,0,1,0,0
Z47Ci3HdrDbASEVRZydbCA,0.504109,D,0.187314,-1,-0.63953,0.388861,-0.242544,0.334528,-0.842601,-0.19923,0.467049,0.605199,-0.732419,-0.242544,,0,1,0,0
JRWXruhiPq8gfdBSFM7hCq,0.413444,D,-0.444505,0,0.649878,-0.530106,-0.19222,0.237277,-0.534222,-0.466456,0.503046,-0.417529,-0.21396,-0.19222,-0.466456,0,1,0,0
FzE4TC8hmiMGrTRufXNt3q,-0.105938,D,-0.280599,0,0.346436,-0.035509,0.640124,0.051177,0.40605,-0.746574,0.088572,-0.950303,-0.833527,-175,,0,1,1,0
hseGrNRTMGTcZqKLYzMNnB,-0.542098,D,0.495501,-1,0.301038,0.165597,0.344842,0.527548,0.236322,0.557827,-0.717047,0.421857,-0.330178,0.344842,,0,1,0,0
epwvPxw8N4RYceB95np8W6,-0.964977,E,0.111864,-1,-0.50516,0.063195,0.100245,0.113189,0.527796,0.551696,-0.651076,0.469792,-0.23094,0.100245,0.551696,0,1,0,0
NWkoLbR8TYMeHWk9pCUGu2,-0.859362,E,0.051633,-1,0.282755,0.466885,-0.036292,-0.538607,-0.070908,-0.489315,-0.666589,0.998173,0.981347,-0.036292,-0.489315,0,1,0,0
6VLQUfRhYj8hp6xDdXwWqc,-0.462208,C,-0.668494,-1,0.597713,0.615083,0.509589,-0.282551,0.544974,-0.058024,-0.415557,-0.55123,-0.403886,0.509589,-0.058024,1,1,0,0
CtVanLqbJnYxKz8SFxtmHe,0.51507,E,0.301319,0,0.640629,0.745909,-0.610244,-0.636342,-0.864271,0.159424,-0.355412,-0.085582,0.025253,-0.610244,,0,1,0,0
KjC5rxDTxYrgSKxkCwynpm,-0.778587,C,0.042824,-1,0.107954,-0.03361,-0.493268,0.555885,-0.913851,-0.825156,-0.206175,-0.879604,0.490964,-0.493268,,0,1,0,0
iR7bmuwYrvN4GQEyjW77yh,0.134226,D,-0.13488,0,0.207763,-0.240257,-0.624755,-0.860369,-0.800393,0.121139,-0.486562,0.341431,-0.128184,-0.624755,,0,1,0,0
SnfMWCKsKMtVJrWn7AmD4W,0.138966,D,0.171397,-1,-0.597735,-0.031721,-0.434474,-0.667345,0.508274,0.215791,0.993133,-0.407921,0.205006,-0.434474,0.215791,0,1,1,0
Y4q7HmtW4abqRMq7pEJHFQ,-0.288008,D,-0.693918,-1,-0.551273,-0.20719,0.537063,0.351176,0.207,-0.379157,-0.415384,-0.283795,0.337217,0.537063,-0.379157,0,1,0,0
cirjFxFBpsTmtW7aLPrKpw,0.187111,D,0.572712,-1,-0.510383,-0.554982,0.809679,-0.129853,-0.527675,0.247405,-0.885039,0.488219,0.725942,0.809679,,0,1,0,0
SfXwoiyyWVNPZwfk7APmSG,0.310999,D,0.46014,-1,-0.382902,0.036906,-0.621352,0.16818,-0.053832,0.368652,0.187318,-0.465504,-0.840177,-0.621352,0.368652,0,1,1,0
PY5UXnuETDUWpXuvYpNMre,-0.586662,D,0.593935,0,0.547583,0.083735,0.011197,-0.704783,0.116081,0.164285,0.725788,0.909337,0.093349,-225,0.164285,0,1,0,0
k3XtnBzcdWkL64WeswfXrD,-0.265953,B,-0.627793,-1,0.794483,0.048037,-0.003652,0.263597,0.220693,-0.242622,-0.658184,0.327754,0.374112,-0.003652,-0.242622,0,1,1,0
egQSbdVj73tvHGaALbBSS7,0.458788,D,0.560013,0,-0.45154,-0.359429,-0.36673,-0.23364,0.227463,-0.749696,0.901209,0.062324,0.193104,-0.36673,,0,1,0,0
f3DekHmbHQVMu76aLXJvEP,-0.923668,D,-0.403631,-1,0.336705,-0.263219,0.121885,-0.688816,-0.237069,-0.705526,-0.634466,0.836803,0.921021,0.121885,-0.705526,0,1,0,0
dMyGBNJEK84PUwRvaXTetB,0.032438,E,-0.121641,-1,0.547756,,0.297954,-0.062,-0.373335,0.251904,0.596866,0.876404,-0.097202,0.297954,0.251904,0,1,1,0
hXHt7uTdtg22qgrrXDWkWc,-0.871957,E,0.509999,0,0.655622,0.069204,0.501836,-0.56652,-0.050874,0.0169,-0.212906,-0.629428,-0.615038,0.501836,0.0169,1,1,0,0
3HhF5W3iVWZnTNDQszyNUU,-0.059222,B,0.313815,-1,0.281024,0.010304,-0.218107,-0.135028,-0.563811,0.247679,0.04332,-0.646496,-0.109475,-0.218107,0.247679,0,1,0,0
Mj36vRtJLw346uVC74G6V5,-0.267642,D,0.488098,-1,0.729286,0.086674,-0.093214,-0.549269,-0.428859,-0.30931,-0.540451,-0.559993,0.001472,-0.093214,-0.30931,0,1,0,0
C7KZnAgtvXuWwxoxaYsBRB,-0.985289,E,-0.149036,-1,0.299022,0.31885,0.419156,-0.605908,-0.734528,-0.322361,-0.195722,-0.295109,0.234178,0.419156,,0,1,0,0
iASJhLo72vjjTC7uaAvtoH,-0.044367,B,-0.434557,-1,0.561224,-0.148204,-0.50115,-0.885417,0.444064,-0.540293,-0.74863,0.525909,-0.457993,-0.50115,,0,1,0,0
WhijGsYHBPasgK3nkyhsFa,-0.54143,E,0.30818,-1,0.763651,0.375632,0.270067,0.071997,0.036072,0.200038,-0.133175,0.710961,-0.818943,0.270067,,0,1,0,0
Nz8ttsw4b6ZHmAeFU92dje,-0.334546,C,-0.252154,0,-0.371615,0.530399,-0.523482,0.193556,0.358141,0.2887,0.604775,-0.215229,-0.120783,-0.523482,0.2887,0,1,1,1
DLsJnv9LFSPSYctEEzLhQX,-0.597119,E,0.346756,-1,-0.14143,,0.151428,-0.136728,-0.45441,0.017559,0.645583,-0.360332,0.13051,0.151428,0.017559,0,1,0,0
DJ4bu4JvpCFRpLrUD9Rm8g,-0.589864,C,-0.552497,-1,-0.674328,0.043353,0.385096,-0.28033,0.083472,-0.090291,0.42368,-0.402904,-0.288764,0.385096,,0,1,0,1
RzU5GzuYP5aSGvuDBgxFak,-0.310031,B,0.155674,-1,0.041198,-0.179466,0.13659,-0.712841,-0.801421,0.129058,-0.785164,0.621626,-0.9135,0.13659,0.129058,0,1,0,0
J3KyqujSr3rbEJsVGHNqtE,-0.908997,C,-0.219634,-1,0.3378,0.299199,0.614659,0.425489,-0.146526,0.475438,-0.755614,0.065549,-0.459963,0.614659,0.475438,0,1,0,0
7H5MzKRzc9MoaWk2A6SCvA,-0.329065,A,0.300778,-1,-0.316495,-0.197355,0.698087,-0.616425,-0.047668,0.510844,-0.962911,-0.02446,-0.847846,0.698087,0.510844,0,1,0,0
VvV6uanuHQwDTfMZFn7GFE,-0.817469,E,-0.823419,-1,-0.33465,,0.484839,0.417067,0.361132,-0.358694,0.226656,-0.708401,-0.761714,0.484839,,0,1,0,0
em2N9zPEwTFwTuKthdRDgB,0.157857,B,-0.102395,-1,0.828976,-0.588175,0.389734,-0.961282,0.004486,-0.08669,0.505599,0.694183,-0.646951,0.389734,-0.08669,0,1,0,0
